Title,Company,Position,region,url
"[개발] SW엔지니어(API, Python)",아이알큐더스,서울 · 한국,https://www.wanted.co.kr/wd/189617,,합격보상금 100만원
글로벌팀 백엔드 엔지니어 (Python),엘리스,서울 · 한국,https://www.wanted.co.kr/wd/182859,,합격보상금 100만원
백엔드 개발자 (Python/5년 이상),딥세일즈,서울 · 한국,https://www.wanted.co.kr/wd/204840,,합격보상금 100만원
Python application & Algorithm 개발자,메디픽셀,서울 · 한국,https://www.wanted.co.kr/wd/190006,,합격보상금 100만원
Python 서버개발자,크로스이엔에프,서울 · 한국,https://www.wanted.co.kr/wd/153489,,합격보상금 100만원
"[전문연구요원 가능] C/C++, Python 로봇 제어 개발자 (신입)",메디인테크,서울 · 한국,https://www.wanted.co.kr/wd/147487,,합격보상금 100만원
"[전문연구요원 가능] C/C++, Python 로봇 제어 개발자",메디인테크,서울 · 한국,https://www.wanted.co.kr/wd/100407,,합격보상금 100만원
[200억↑투자] 백엔드 개발자(Python),바로팜,서울 · 한국,https://www.wanted.co.kr/wd/66521,,합격보상금 100만원
백엔드 Python Django 개발자 / 핀테크,얼리페이,서울 · 한국,https://www.wanted.co.kr/wd/165649,,합격보상금 100만원
Frontend 및 Backend(python) 개발자,마인즈앤컴퍼니,서울 · 한국,https://www.wanted.co.kr/wd/156436,,합격보상금 100만원
"C#, C++, Python, IoT MCU(아두이노,RPi) 개발자",아이티로그,서울 · 한국,https://www.wanted.co.kr/wd/187186,,합격보상금 100만원
"백엔드 개발자(C#, Java, Python, Hack)",애딥랩,서울 · 한국,https://www.wanted.co.kr/wd/178948,,합격보상금 100만원
Python Developer,사이버메드,서울 · 한국,https://www.wanted.co.kr/wd/148605,,합격보상금 100만원
파이썬 개발자(Python developer),애크미랩,서울 · 한국,https://www.wanted.co.kr/wd/136526,,합격보상금 100만원
백엔드 엔지니어 (Python),아이네블루메(채티),서울 · 한국,https://www.wanted.co.kr/wd/60926,,합격보상금 100만원
"웹개발자(Python, Django) 3년이상",리걸테크,서울 · 한국,https://www.wanted.co.kr/wd/148349,,합격보상금 100만원
"백엔드(Python,Kotlin) 개발자 (1년 이상)",피플펀드컴퍼니(PeopleFundCompany),서울 · 한국,https://www.wanted.co.kr/wd/40457,,합격보상금 100만원
백엔드 엔지니어 (Python),버핏서울,서울 · 한국,https://www.wanted.co.kr/wd/197592,,합격보상금 100만원
백엔드 엔지니어 (Python),피클플러스,서울 · 한국,https://www.wanted.co.kr/wd/172732,,합격보상금 100만원
"[200억↑투자] 백엔드 개발자 (Spring, Python, MSA)",페이타랩(패스오더),서울 · 한국,https://www.wanted.co.kr/wd/45650,,합격보상금 100만원
"Back-End (Python, Java)",미니레코드,서울 · 한국,https://www.wanted.co.kr/wd/204028,,합격보상금 100만원
이커머스 솔루션 Python Backend 개발자,샐러드랩,서울 · 한국,https://www.wanted.co.kr/wd/201877,,합격보상금 100만원
[플레이오][신입] Python 백엔드 개발,지엔에이컴퍼니,서울 · 한국,https://www.wanted.co.kr/wd/193602,,합격보상금 100만원
오픈업 데이터 엔지니어 (Python),핀다(FINDA),서울 · 한국,https://www.wanted.co.kr/wd/180080,,합격보상금 100만원
[신입] 백엔드 엔지니어 (Python),엘리스,서울 · 한국,https://www.wanted.co.kr/wd/162405,,합격보상금 100만원
Python 백엔드 개발자,패스트파이브,서울 · 한국,https://www.wanted.co.kr/wd/203425,,합격보상금 100만원
Python 개발자,웨이브릿지,서울 · 한국,https://www.wanted.co.kr/wd/45002,,합격보상금 100만원
Python 백엔드 개발자 (생성형AI 플랫폼 개발),디쉐어,서울 · 한국,https://www.wanted.co.kr/wd/156681,,합격보상금 100만원
Python Developer (Platform),비바리퍼블리카(토스),서울 · 한국,https://www.wanted.co.kr/wd/176110,,합격보상금 100만원
백엔드 개발자 (Python/Django) - 서울,비프로컴퍼니(Bepro),서울 · 한국,https://www.wanted.co.kr/wd/200403,,합격보상금 100만원
"백엔드 개발자(Python, Django)",어터,경기 · 한국,https://www.wanted.co.kr/wd/173374,,합격보상금 100만원
Python Django 백엔드 개발자,똑똑한개발자,서울 · 한국,https://www.wanted.co.kr/wd/100997,,합격보상금 100만원
[인텔리전스랩스] 게임 이상탐지 백엔드 개발자 (Python),넥슨코리아(NEXON),경기 · 한국,https://www.wanted.co.kr/wd/202474,,합격보상금 100만원
백엔드 개발자 (Python/Rust),베링랩,서울 · 한국,https://www.wanted.co.kr/wd/175618,,합격보상금 100만원
Python Back-end Engineer,올거나이즈코리아(Allganize Korea),서울 · 한국,https://www.wanted.co.kr/wd/160068,,합격보상금 100만원
"Data Engineer (Python, SQL)",이랜드이노플,서울 · 한국,https://www.wanted.co.kr/wd/184348,,합격보상금 100만원
파이썬(Python) 개발자,에잇퍼센트(8PERCENT),서울 · 한국,https://www.wanted.co.kr/wd/181863,,합격보상금 100만원
[인텔리전스랩스] MLOps팀 백엔드 개발자 (Python/Go),넥슨코리아(NEXON),경기 · 한국,https://www.wanted.co.kr/wd/151721,,합격보상금 100만원
"백엔드(Python, Java) 엔지니어",액스,서울 · 한국,https://www.wanted.co.kr/wd/162002,,합격보상금 100만원
